Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.060987,-0.004272,0.192,0,0,0,10.746,0.065835,-0.00023209,0.0013281,0.085268,6.4462E-06,0.079142,0,0,0,0,0,0,package://robotv5/meshes/base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://robotv5/meshes/base_link.STL,,cum_banh_xe_lon-3;20mm-2;20mm-8;motorAxis-1;lidar_pushup-1;standoff_M2_20mm-1;standoff_M2_20mm-3;standoff_M2_20mm-4;standoff_M2_20mm-5;battery-1;hoverboard_driver-1;cum_relay_my4n_4p-1;lidar_pushup-3;36v_12v_converter-1;remote_relay-1;aluminium_base-1;pi_hang_imu-1;WEIDU TB25XX-1;Профиль V-slot 20x40-1;Профиль V-slot 20x40-3;20x20_aluminum_extrusion_profile 26cm-1;20mm-10;cum_banh_xe_lon-5;motorAxis-4;20mm-11;cum_dahuong_truoc_sau-5;cum_dahuong_truoc_sau-6;full_cover_v2-1;cover_joint_v3.1.2-1;j1-1;j1-2;matxeo1-1;Arcade Push button asm-2;Stop Switch Push Button LAY37 (PBC)-3;cover_up_v2_linh_mica-1;alibaba-1;che-1;che-2;che-3;che-4;che-5;che-6;ga_minipc_comp-1;ga_minipc_v2-2;ga_minipc_v2-1;hop_pin-1;nang_cam-1;ga_com-1/20x20_alu_doc1-2;ga_com-1/20x20_alu_doc1-1;ga_com-1/tablet2-1;ga_com-1/tablet1-1;ga_com-1/mica_tablet-1;ga_com-1/op_tab-1/front_op_tablet3-2;ga_com-1/op_tab-1/back_op_tablet3-2;ga_com-1/20x20_alu_ngang1-1;hop_nano-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
lidar_link,0.014838,0.00044768,-0.021154,0,0,0,0.031241,8.8803E-06,-1.7766E-07,1.1303E-07,1.4491E-05,3.4608E-08,2.2529E-05,0,0,0,0,0,0,package://robotv5/meshes/lidar_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://robotv5/meshes/lidar_link.STL,,X3_Lidar-1,Coordinate System2,,lidar,fixed,0.15567,0.0011278,0.1461,0,0,0,base_link,0,0,0,,,,,,,,,,,,
imu_link,-0.00012898,-0.0001915,-0.0038407,0,0,0,0.0009999,2.5045E-08,1.0397E-10,-2.6856E-14,1.2451E-08,-1.1857E-14,3.0638E-08,0,0,0,0,0,0,package://robotv5/meshes/imu_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://robotv5/meshes/imu_link.STL,,MPU6050-1,Coordinate System3,,imu,fixed,0.12643,-0.10052,0.03302,0,0,0,base_link,0,0,0,,,,,,,,,,,,
right_wheel_link,0.00024359,-0.0295,8.0116E-11,0,0,0,0.98171,0.001653,-1.0125E-05,1.3027E-08,0.0028786,5.3288E-10,0.0016529,0,0,0,0,0,0,package://robotv5/meshes/right_wheel_link.STL,0.2,0.2,0.2,1,0,0,0,0,0,0,package://robotv5/meshes/right_wheel_link.STL,,motoredit-4,Coordinate System6,Axis2,right_wheel,continuous,0.0015756,-0.17502,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
left_wheel_link,-0.00024359,0.0295,8.0115E-11,0,0,0,0.98171,0.001653,-1.0125E-05,-1.4498E-08,0.0028786,7.25E-11,0.0016529,0,0,0,0,0,0,package://robotv5/meshes/left_wheel_link.STL,0.2,0.2,0.2,1,0,0,0,0,0,0,package://robotv5/meshes/left_wheel_link.STL,,motoredit-3,Coordinate System7,Axis3,left_wheel,continuous,-0.0013143,0.17497,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
camera_link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://robotv5/meshes/camera_link.STL,1,1,1,1,0,0,0,0,0,0,package://robotv5/meshes/camera_link.STL,,final kinect-1,Coordinate System8,,cam,fixed,0.26495,0.0053582,0.28443,0,0,0,base_link,0,0,0,,,,,,,,,,,,
